No.,SMILE,Alias,MW,R2,R3,R4,ALogP_86,PAMPA %R,PAMPA Papp  (x10-6cm/s),PAMPA Papp SD (x10-6cm/s),logDdec/w,logDoct/w
65,N41[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(CC3CCOCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub02-25,738.95628,LA02,Phe,LA12,2.746,63.17810677,6.396982049,0.192477924,1.11994588,3.119068318
75,N51[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N(CC4CCOCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub02-35,789.01496,LA02,Nal,LA12,3.655,16.73038097,4.301101815,0.487414302,1.974482803,
85,N31[C@H](CCC1)C(=O)N(CC(C)C)CC(=O)N[C@@H](C)C(=O)N(CC2CCOCC2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub03-05,676.8869,LA03,Ala,LA12,1.51,94.70163397,0.550621277,0.056244987,-0.359591791,2.114773906
96,N31[C@H](CCC1)C(=O)N(CC(C)C)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC2CCOCC2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub03-16,718.96664,LA03,Leu,LA12,2.741,76.81083892,8.579194622,0.71835939,1.151443712,2.521904686
105,N41[C@H](CCC1)C(=O)N(CC(C)C)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(CC3CCOCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub03-25,752.98286,LA03,Phe,LA12,3.066,44.02259019,8.490682194,0.944255388,1.591549686,2.606794957
115,N51[C@H](CCC1)C(=O)N(CC(C)C)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N(CC4CCOCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub03-35,803.04154,LA03,Nal,LA12,3.974,12.84322888,2.985219424,0.526341234,2.519585384,2.870988068
125,N31[C@H](CCC1)C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](C)C(=O)N(CC2CCOCC2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub04-05,720.93946,LA13,Ala,LA12,0.976,92.99079334,0.34081925,0.023610806,-0.615665406,2.335388369
136,N31[C@H](CCC1)C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC2CCOCC2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub04-16,763.0192,LA13,Leu,LA12,2.207,76.64259053,7.198259381,0.395315157,0.94068927,3.183167977
145,N41[C@H](CCC1)C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(CC3CCOCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub04-25,797.03542,LA13,Phe,LA12,2.532,51.61615761,7.719349918,0.228142785,1.317440804,3.286634182
155,N51[C@H](CCC1)C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N(CC4CCOCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub04-35,847.0941,LA13,Nal,LA12,3.44,12.69672627,5.293925099,0.063803661,2.203317924,
165,N41[C@H](CCC1)C(=O)N(CCN2CCOCC2)CC(=O)N[C@@H](C)C(=O)N(CC3CCOCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub05-05,733.93822,LA16,Ala,LA12,0.144,,,,,1.051202818
176,N41[C@H](CCC1)C(=O)N(CCN2CCOCC2)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC3CCOCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub05-16,776.01796,LA16,Leu,LA12,1.376,106.7259415,0.136179958,0.024907712,-0.967094112,2.18240005
185,N51[C@H](CCC1)C(=O)N(CCN2CCOCC2)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CC4CCOCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub05-25,810.03418,LA16,Phe,LA12,1.7,98.6301819,0.352192488,0.078722191,-0.503844932,2.470985671
195,N61[C@H](CCC1)C(=O)N(CCN2CCOCC2)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(CC5CCOCC5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub05-35,860.09286,LA16,Nal,LA12,2.609,56.85704368,1.460078026,0.230545884,0.501744558,2.942031877
205,N41[C@H](CCC1)C(=O)N(Cc2ccc(Cl)cc2)CC(=O)N[C@@H](C)C(=O)N(CC3CCOCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub06-05,745.34818,LA20,Ala,LA12,2.566,68.10451275,4.100595301,0.339017669,0.92711978,3.128278178
216,N41[C@H](CCC1)C(=O)N(Cc2ccc(Cl)cc2)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC3CCOCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub06-16,787.42792,LA20,Leu,LA12,3.798,16.94013394,6.041202773,0.674363661,2.080679089,3.228098775
225,N51[C@H](CCC1)C(=O)N(Cc2ccc(Cl)cc2)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CC4CCOCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub06-25,821.44414,LA20,Phe,LA12,4.122,14.40272672,1.000012856,0.190336371,2.436168924,3.39302723
235,N61[C@H](CCC1)C(=O)N(Cc2ccc(Cl)cc2)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(CC5CCOCC5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub06-35,871.50282,LA20,Nal,LA12,5.03,41.94254277,0.015037155,0.006548005,2.919382073,3.51633856
245,N41[C@H](CCC1)C(=O)N(CCCCc2ccccc2)CC(=O)N[C@@H](C)C(=O)N(CC3CCOCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub07-05,752.98286,LA23,Ala,LA12,3.135,52.4478936,5.046690395,0.722282036,1.234454474,2.85378933
256,N41[C@H](CCC1)C(=O)N(CCCCc2ccccc2)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC3CCOCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub07-16,795.0626,LA23,Leu,LA12,4.367,8.671859957,4.405656358,0.14855985,2.578025273,2.872646053
265,N51[C@H](CCC1)C(=O)N(CCCCc2ccccc2)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CC4CCOCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub07-25,829.07882,LA23,Phe,LA12,4.691,8.265652186,1.47510526,0.195162587,2.90948459,3.022345971
275,N61[C@H](CCC1)C(=O)N(CCCCc2ccccc2)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(CC5CCOCC5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub07-35,879.1375,LA23,Nal,LA12,5.599,,,,,2.981517389
285,N51[C@H](CCC1)C(=O)N(Cc2ccc3OCOc3c2)CC(=O)N[C@@H](C)C(=O)N(CC4CCOCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub08-05,754.91262,LA24,Ala,LA12,1.67,79.80297495,0.794050726,0.064994222,-0.031277121,2.698215602
296,N51[C@H](CCC1)C(=O)N(Cc2ccc3OCOc3c2)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC4CCOCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub08-16,796.99236,LA24,Leu,LA12,2.901,38.70918038,9.448450574,1.303999223,1.308439979,2.84436809
305,N61[C@H](CCC1)C(=O)N(Cc2ccc3OCOc3c2)CC(=O)N[C@@H](Cc4ccccc4)C(=O)N(CC5CCOCC5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub08-25,831.00858,LA24,Phe,LA12,3.225,16.41375637,3.467063632,0.566586666,1.771708677,3.1619761
315,N71[C@H](CCC1)C(=O)N(Cc2ccc3OCOc3c2)CC(=O)N[C@@H](Cc4ccc5ccccc5c4)C(=O)N(CC6CCOCC6)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C7=O,Sub08-35,881.06726,LA24,Nal,LA12,4.134,33.37193236,0.068445135,0.008461983,2.650296243,2.663283675
325,N41[C@H](CCC1)C(=O)N(Cc2noc(CC(C)C)c2)CC(=O)N[C@@H](C)C(=O)N(CC3CCOCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub09-05,757.95962,LA27,Ala,LA12,2.091,84.82882342,2.170680527,0.193353431,0.685681921,2.85073567
336,N41[C@H](CCC1)C(=O)N(Cc2noc(CC(C)C)c2)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC3CCOCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub09-16,800.03936,LA27,Leu,LA12,3.323,22.54072918,8.878385341,1.423305028,2.079823612,2.919144618
345,N51[C@H](CCC1)C(=O)N(Cc2noc(CC(C)C)c2)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CC4CCOCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub09-25,834.05558,LA27,Phe,LA12,3.647,8.130490252,3.571773723,0.450757392,2.440309313,2.424376274
355,N61[C@H](CCC1)C(=O)N(Cc2noc(CC(C)C)c2)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(CC5CCOCC5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub09-35,884.11426,LA27,Nal,LA12,4.555,14.68997962,0.226917516,0.107172301,3.022291032,2.51892344
365,N41[C@H](CCC1)C(=O)N(Cc2ccccc2Cn1cccn1)CC(=O)N[C@@H](C)C(=O)N(CC3CCOCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub10-05,790.99108,LA33,Ala,LA12,2.135,96.22497331,0.215536451,0.013174077,-0.511924347,2.519673827
376,N41[C@H](CCC1)C(=O)N(Cc2ccccc2Cn1cccn1)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC3CCOCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub10-16,833.07082,LA33,Leu,LA12,3.367,70.01674534,4.196339213,0.303218182,0.911315668,3.029474303
385,N51[C@H](CCC1)C(=O)N(Cc2ccccc2Cn1cccn1)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CC4CCOCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub10-25,867.08704,LA33,Phe,LA12,3.691,39.234788,4.025098069,0.335639227,1.322862085,2.861265772
395,N61[C@H](CCC1)C(=O)N(Cc2ccccc2Cn1cccn1)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(CC5CCOCC5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub10-35,917.14572,LA33,Nal,LA12,4.599,18.88388179,0.511672275,0.080146418,2.103151564,
7,N31[C@H](CCC1)C(=O)N(CC)CC(=O)N[C@@H](C)C(=O)N(CCc2cccnc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub01-07,655.82792,LA01,Ala,LA14,1.002,,,,,1.744701435
18,N31[C@H](CCC1)C(=O)N(CC)CC(=O)N[C@@H](CC(C)C)C(=O)N(CCc2cccnc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub01-18,697.90766,LA01,Leu,LA14,2.233,,,,,2.701549343
26,N41[C@H](CCC1)C(=O)N(CC)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(CCc3cccnc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub01-26,731.92388,LA01,Phe,LA14,2.558,83.28120101,1.364082796,0.192176893,-0.390712029,2.85480872
36,N51[C@H](CCC1)C(=O)N(CC)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N(CCc4cccnc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub01-36,781.98256,LA01,Nal,LA14,3.466,30.28094202,3.110977662,0.360617576,0.886713193,3.038881622
47,N31[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](C)C(=O)N(CCc2cccnc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub02-07,669.8545,LA02,Ala,LA14,1.525,,,,,2.176875164
58,N31[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](CC(C)C)C(=O)N(CCc2cccnc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub02-18,711.93424,LA02,Leu,LA14,2.757,,,,,3.040992016
66,N41[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(CCc3cccnc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub02-26,745.95046,LA02,Phe,LA14,3.081,67.27550356,2.610216532,0.146319166,0.351800781,3.271260471
76,N51[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N(CCc4cccnc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub02-36,796.00914,LA02,Nal,LA14,3.99,21.37376303,3.69663475,0.53387499,1.479253929,3.452209852
87,N31[C@H](CCC1)C(=O)N(CC(C)C)CC(=O)N[C@@H](C)C(=O)N(CCc2cccnc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub03-07,683.88108,LA03,Ala,LA14,1.845,92.07463533,0.290852676,0.03913599,-1.07718739,2.321834885
98,N31[C@H](CCC1)C(=O)N(CC(C)C)CC(=O)N[C@@H](CC(C)C)C(=O)N(CCc2cccnc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub03-18,725.96082,LA03,Leu,LA14,3.076,,,,,2.677243025
106,N41[C@H](CCC1)C(=O)N(CC(C)C)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(CCc3cccnc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub03-26,759.97704,LA03,Phe,LA14,3.4,51.69400651,4.440714979,0.466992175,0.967143639,2.870103298
116,N51[C@H](CCC1)C(=O)N(CC(C)C)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N(CCc4cccnc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub03-36,810.03572,LA03,Nal,LA14,4.309,16.343419,2.984183195,0.474950138,1.910987072,3.095982469
127,N31[C@H](CCC1)C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](C)C(=O)N(CCc2cccnc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub04-07,727.93364,LA13,Ala,LA14,1.311,97.31260524,0.180098203,0.016819687,-1.383672795,2.631638775
138,N31[C@H](CCC1)C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](CC(C)C)C(=O)N(CCc2cccnc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub04-18,770.01338,LA13,Leu,LA14,2.542,,,,,3.351569506
146,N41[C@H](CCC1)C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(CCc3cccnc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub04-26,804.0296,LA13,Phe,LA14,2.867,61.33006178,3.098472391,0.197322597,0.596361922,3.52094524
156,N51[C@H](CCC1)C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N(CCc4cccnc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub04-36,854.08828,LA13,Nal,LA14,3.775,19.12217234,4.804018137,0.235743886,1.674348643,0.742950718
167,N41[C@H](CCC1)C(=O)N(CCN2CCOCC2)CC(=O)N[C@@H](C)C(=O)N(CCc3cccnc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub05-07,740.9324,LA16,Ala,LA14,0.479,,,,,
178,N41[C@H](CCC1)C(=O)N(CCN2CCOCC2)CC(=O)N[C@@H](CC(C)C)C(=O)N(CCc3cccnc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub05-18,783.01214,LA16,Leu,LA14,1.711,,,,,-0.666883401
186,N51[C@H](CCC1)C(=O)N(CCN2CCOCC2)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CCc4cccnc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub05-26,817.02836,LA16,Phe,LA14,2.035,,,,,2.244160245
196,N61[C@H](CCC1)C(=O)N(CCN2CCOCC2)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(CCc5cccnc5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub05-36,867.08704,LA16,Nal,LA14,2.944,,,,,
207,N41[C@H](CCC1)C(=O)N(Cc2ccc(Cl)cc2)CC(=O)N[C@@H](C)C(=O)N(CCc3cccnc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub06-07,752.34236,LA20,Ala,LA14,2.901,81.02423737,2.23461308,0.226545343,0.167374222,3.240205815
218,N41[C@H](CCC1)C(=O)N(Cc2ccc(Cl)cc2)CC(=O)N[C@@H](CC(C)C)C(=O)N(CCc3cccnc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub06-18,794.4221,LA20,Leu,LA14,4.132,,,,,3.404311739
226,N51[C@H](CCC1)C(=O)N(Cc2ccc(Cl)cc2)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CCc4cccnc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub06-26,828.43832,LA20,Phe,LA14,4.457,21.0190105,0.766219195,0.145790008,1.861336737,3.589438101
236,N61[C@H](CCC1)C(=O)N(Cc2ccc(Cl)cc2)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(CCc5cccnc5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub06-36,878.497,LA20,Nal,LA14,5.365,53.4525521,0.003508584,0.003358452,2.298482611,3.711840693
247,N41[C@H](CCC1)C(=O)N(CCCCc2ccccc2)CC(=O)N[C@@H](C)C(=O)N(CCc3cccnc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub07-07,759.97704,LA23,Ala,LA14,3.47,60.44370785,2.708952732,0.543796137,0.466529447,3.15894705
258,N41[C@H](CCC1)C(=O)N(CCCCc2ccccc2)CC(=O)N[C@@H](CC(C)C)C(=O)N(CCc3cccnc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub07-18,802.05678,LA23,Leu,LA14,4.702,,,,,3.176347934
266,N51[C@H](CCC1)C(=O)N(CCCCc2ccccc2)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CCc4cccnc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub07-26,836.073,LA23,Phe,LA14,5.026,10.05966,0.397331906,0.08157771,2.0618104,3.061212241
276,N61[C@H](CCC1)C(=O)N(CCCCc2ccccc2)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(CCc5cccnc5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub07-36,886.13168,LA23,Nal,LA14,5.934,37.49527591,0.024190349,0.024980814,2.502587105,3.434876336
287,N51[C@H](CCC1)C(=O)N(Cc2ccc3OCOc3c2)CC(=O)N[C@@H](C)C(=O)N(CCc4cccnc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub08-07,761.9068,LA24,Ala,LA14,2.004,86.38367061,0.538164275,0.073398961,-0.850953123,
298,N51[C@H](CCC1)C(=O)N(Cc2ccc3OCOc3c2)CC(=O)N[C@@H](CC(C)C)C(=O)N(CCc4cccnc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub08-18,803.98654,LA24,Leu,LA14,3.236,,,,,3.257125904
306,N61[C@H](CCC1)C(=O)N(Cc2ccc3OCOc3c2)CC(=O)N[C@@H](Cc4ccccc4)C(=O)N(CCc5cccnc5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub08-26,838.00276,LA24,Phe,LA14,3.56,24.60517318,1.598245306,0.173976683,1.265789905,3.376102325
316,N71[C@H](CCC1)C(=O)N(Cc2ccc3OCOc3c2)CC(=O)N[C@@H](Cc4ccc5ccccc5c4)C(=O)N(CCc6cccnc6)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C7=O,Sub08-36,888.06144,LA24,Nal,LA14,4.469,39.11031704,0.038356624,0.015242178,2.057443376,2.996762718
327,N41[C@H](CCC1)C(=O)N(Cc2noc(CC(C)C)c2)CC(=O)N[C@@H](C)C(=O)N(CCc3cccnc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub09-07,764.9538,LA27,Ala,LA14,2.426,90.60379054,1.434517935,0.197310425,-0.068064322,3.029616994
338,N41[C@H](CCC1)C(=O)N(Cc2noc(CC(C)C)c2)CC(=O)N[C@@H](CC(C)C)C(=O)N(CCc3cccnc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub09-18,807.03354,LA27,Leu,LA14,3.658,,,,,3.150044821
346,N51[C@H](CCC1)C(=O)N(Cc2noc(CC(C)C)c2)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CCc4cccnc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub09-26,841.04976,LA27,Phe,LA14,3.982,11.95142685,2.680001876,0.233268422,1.856536292,3.279627175
356,N61[C@H](CCC1)C(=O)N(Cc2noc(CC(C)C)c2)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(CCc5cccnc5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub09-36,891.10844,LA27,Nal,LA14,4.89,19.06130634,0.117034509,0.120087192,2.718831205,3.534602926
367,N41[C@H](CCC1)C(=O)N(Cc2ccccc2Cn1cccn1)CC(=O)N[C@@H](C)C(=O)N(CCc3cccnc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub10-07,797.98526,LA33,Ala,LA14,2.47,103.1889011,0.168555052,0.014707862,-1.315203845,
378,N41[C@H](CCC1)C(=O)N(Cc2ccccc2Cn1cccn1)CC(=O)N[C@@H](CC(C)C)C(=O)N(CCc3cccnc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub10-18,840.065,LA33,Leu,LA14,3.701,,,,,3.423251833
386,N51[C@H](CCC1)C(=O)N(Cc2ccccc2Cn1cccn1)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CCc4cccnc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub10-26,874.08122,LA33,Phe,LA14,4.026,46.16592613,2.054128223,0.185539829,0.724852372,3.368153933
396,N61[C@H](CCC1)C(=O)N(Cc2ccccc2Cn1cccn1)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(CCc5cccnc5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub10-36,924.1399,LA33,Nal,LA14,4.934,21.50148649,0.388811692,0.031424273,1.669220419,1.073436199
9,N31[C@H](CCC1)C(=O)N(CC)CC(=O)N[C@@H](C)C(=O)N(CCCc2ccccc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub01-09,668.86644,LA01,Ala,LA17,2.608,,,,,2.605322068
19,N31[C@H](CCC1)C(=O)N(CC)CC(=O)N[C@@H](CC(C)C)C(=O)N(CCCc2ccccc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub01-19,710.94618,LA01,Leu,LA17,3.84,,,,,2.893154725
28,N41[C@H](CCC1)C(=O)N(CC)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(CCCc3ccccc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub01-28,744.9624,LA01,Phe,LA17,4.164,,,,,2.911177535
37,N51[C@H](CCC1)C(=O)N(CC)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N(CCCc4ccccc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub01-37,795.02108,LA01,Nal,LA17,5.073,,,,,3.132157951
49,N31[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](C)C(=O)N(CCCc2ccccc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub02-09,682.89302,LA02,Ala,LA17,3.132,,,,,3.167771913
59,N31[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](CC(C)C)C(=O)N(CCCc2ccccc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub02-19,724.97276,LA02,Leu,LA17,4.364,,,,,3.349582228
68,N41[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(CCCc3ccccc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub02-28,758.98898,LA02,Phe,LA17,4.688,,,,,3.391487274
77,N51[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N(CCCc4ccccc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub02-37,809.04766,LA02,Nal,LA17,5.596,,,,,3.568655006
89,N31[C@H](CCC1)C(=O)N(CC(C)C)CC(=O)N[C@@H](C)C(=O)N(CCCc2ccccc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub03-09,696.9196,LA03,Ala,LA17,3.451,,,,,2.673747134
